SongLength,NumInstruments,Genre,Tempo,LyricalContent,ReleasedYear,Popularity
171.3521207,6,Jazz,190.0542809,0.88341188,1996,92.01160804
394.7762345,7,Pop,190.6621468,0.798676866,2009,82.53703056
194.3571924,4,Pop,191.793375,0.276344007,2016,50.40905807
225.8048867,8,Jazz,85.36744754,0.66191378,1997,50.58889739
373.7666807,7,Country,137.7653628,0.034574706,1985,27.11088691
337.794512,4,Country,132.6413688,0.398696819,2017,43.41972525
170.3618032,9,Rap,92.4184254,0.916438143,1986,65.6652996
365.4609558,2,Pop,90.03873876,0.666041352,2021,55.71975252
188.4749762,7,Rap,120.5585737,0.412503464,2012,37.46719624
352.3790187,4,Rap,154.8991658,0.226646774,1992,44.37920919
330.8951751,7,Pop,84.27005547,0.140864937,2000,25.1207357
200.3820945,1,Classical,198.9851783,0.25181035,2019,44.77441408
262.5060599,5,Rap,142.6836911,0.854727306,2022,65.63093016
292.4724212,4,Country,140.4236494,0.329547678,2002,48.32659091
385.4314279,9,Pop,121.4300196,0.086889938,2015,21.27976088
319.1209374,3,Jazz,109.794999,0.780965643,1983,63.79079718
291.4368266,6,Jazz,192.0905044,0.505910478,1984,68.3153364
160.39474,8,Jazz,84.25498428,0.47168949,1995,33.81413049
300.7534658,2,Rap,87.93953365,0.515296695,1997,41.8382149
347.8276786,4,Pop,194.0815387,0.013085884,1998,31.66452713
203.7281593,6,Country,160.4319251,0.869756299,2007,81.57421404
369.9786567,3,Jazz,178.9915035,0.461461129,1986,54.4093421
294.1755997,1,Pop,81.3669831,0.945721755,1990,60.13277815
208.3332057,2,Pop,148.3825288,0.457264925,1982,53.05206635
286.045029,1,Jazz,62.24452822,0.382019214,1982,34.10906528
254.9318292,7,Pop,112.797514,0.353460998,2011,38.45549913
387.9256016,1,Rock,161.2915903,0.889704452,2014,83.40980652
165.6315739,3,Rap,157.3898251,0.959713933,1982,82.42004004
303.353799,4,Jazz,78.93370999,0.51313484,2009,28.56039706
275.71888,1,Rap,140.9335703,0.967356335,2009,75.27431199
188.2357966,3,Country,85.88448738,0.262749578,1986,23.52709343
216.1010745,5,Rock,162.7125535,0.657934174,2005,61.17218529
280.6832073,1,Classical,125.1009285,0.394779766,2016,41.75185115
208.2968886,5,Classical,131.3988559,0.696509974,2006,65.92619188
388.880924,1,Country,153.9341248,0.878591407,1989,82.55912315
164.4470493,5,Country,159.5489487,0.720393629,1991,67.20100462
284.8355605,6,Rap,123.466126,0.406418945,1981,50.97986464
204.8301003,4,Pop,65.64391903,0.739630769,2009,43.87031903
331.7907024,2,Jazz,177.7001642,0.736217716,2008,74.45054999
387.2213843,2,Pop,106.1654329,0.076563615,2011,23.91350575
248.5209121,3,Jazz,120.9620889,0.934628406,2017,73.97636668
382.8861018,8,Rock,123.5697665,0.396502225,2012,48.39639783
227.3673873,5,Jazz,137.9836278,0.68269196,2013,57.86238642
238.6555394,1,Rap,110.3637217,0.542507944,2008,46.9307877
242.7596907,6,Country,151.0047158,0.798261854,1988,77.12673437
159.7394616,7,Rock,95.89394386,0.902269583,1983,73.43145703
390.5845144,2,Jazz,138.6746518,0.804453923,1987,74.35013048
366.6489221,2,Jazz,179.7299077,0.609859061,2022,68.61163674
355.8880567,4,Pop,144.1179332,0.707254105,1987,76.50396045
291.2680708,8,Jazz,89.8371316,0.019993992,1990,7.370058631
226.2257811,8,Rock,159.9499127,0.355957163,1998,48.92495379
150.9140778,8,Country,177.7020715,0.48061512,1992,63.77520576
373.4833777,2,Pop,161.6420096,0.5905556,1982,59.84928625
192.6310309,9,Classical,104.6021828,0.807178656,2017,51.00013017
389.4927666,1,Jazz,178.049173,0.243856769,2013,31.99088311
389.9477551,4,Rock,78.14522373,0.604558758,1986,38.05249518
161.6126032,7,Country,169.2042151,0.250466738,2008,49.52952685
181.3874475,5,Country,78.79891536,0.751153368,1994,60.62777566
231.7355251,6,Jazz,114.7555362,0.862862605,2002,57.59625044
369.3001352,2,Pop,98.07171239,0.183855276,2001,25.27771028
214.6552087,7,Classical,194.5224098,0.514503919,2000,62.04131625
252.5957308,1,Country,186.5197404,0.005521478,1985,28.0526002
244.0968844,1,Jazz,142.61943,0.900058158,2016,74.21774266
152.4250887,3,Pop,120.9307982,0.111438899,2006,16.35224944
274.4672951,1,Pop,87.76954314,0.421229509,2015,35.91635209
375.7237488,8,Rap,91.10805783,0.162718689,2021,19.91388375
297.5576667,6,Classical,77.17485409,0.247374351,1982,27.30872318
338.4844211,4,Country,156.6321095,0.325572566,2016,52.80234314
374.9031223,8,Rap,79.24193962,0.40537247,2008,25.39452217
287.6363252,1,Pop,161.2825089,0.562800522,1999,67.13758171
247.0424816,3,Classical,99.94471058,0.625185219,1981,53.51249113
331.5228334,2,Rock,69.37854295,0.33088694,2022,28.21935273
321.7548166,9,Country,93.19139669,0.39382117,2002,36.46705654
315.381081,1,Country,119.6630521,0.126355518,2012,20.7432366
306.4204781,1,Pop,106.9880589,0.063895349,2002,16.89177177
251.5830577,8,Classical,141.1544759,0.098740339,1999,33.14885181
301.2754056,4,Rap,79.34418994,0.398098466,1982,29.57049566
173.1563708,4,Rap,120.6559189,0.944447632,1987,78.06150693
213.0806861,3,Rock,108.4217009,0.459258462,2022,41.16736432
285.0741329,2,Jazz,63.01456404,0.025716902,1980,6.346895257
265.0822627,2,Jazz,96.66034673,0.192759555,1983,19.84430501
355.4503648,9,Country,140.1727373,0.48539446,2004,63.5771086
202.3373308,5,Country,90.80558934,0.423172729,1983,38.44880572
268.3587334,4,Rap,197.0921742,0.705406289,2001,88.6644793
395.1848359,4,Rap,187.7833863,0.81434506,2015,93.92079753
252.9602285,3,Jazz,75.63885711,0.687602511,2017,46.7676193
284.5960467,5,Rock,110.2068585,0.589370476,2006,51.48348547
276.4894769,7,Jazz,156.5132936,0.000594758,2008,22.80575382
385.1259882,5,Classical,163.9379971,0.689009221,1991,78.79463255
226.0496799,9,Rap,144.0288647,0.025476426,2005,26.70067371
228.4455358,3,Pop,122.3831396,0.160841735,2016,21.30549135
280.3442554,6,Rap,167.3174718,0.638596685,1995,67.75194233
349.3897752,3,Country,72.74555369,0.239617358,2016,8.520384867
260.9798636,1,Jazz,89.73313897,0.554773662,2018,37.26202561
315.9177913,2,Country,162.0099065,0.192164585,2017,29.92568254
151.5947609,8,Pop,152.9752447,0.448735294,1981,47.49473736
246.8057853,4,Country,136.8143493,0.519099935,1984,49.39597366
383.2783053,1,Classical,61.7319656,0.123704644,1986,9.20403431
174.2941234,1,Country,181.1990648,0.489032257,1990,63.23048123
203.6739719,9,Jazz,166.2890777,0.600375002,2005,53.05698074
299.8233916,2,Classical,191.6785802,0.782879316,1987,88.8271012
220.2407974,1,Pop,131.7119936,0.878168771,2003,65.47574571
349.0171313,1,Jazz,155.2701917,0.393812308,1981,56.00691624
396.8190323,4,Jazz,133.0160246,0.746189292,2001,69.41548947
194.9494534,6,Classical,136.7642866,0.630969502,1980,64.77696098
169.6140953,2,Country,192.1050951,0.60473651,2017,57.31514936
301.9381708,6,Country,186.6030227,0.25732996,1996,46.68115622
299.1807475,9,Jazz,118.5519417,0.486790624,2001,42.19544981
251.1764686,9,Rap,85.40157668,0.416616217,1985,44.19842688
384.471744,4,Rock,170.4279258,0.956212112,1982,100
383.8486224,9,Jazz,133.8263687,0.244832338,2004,47.05329676
302.3821274,6,Classical,179.0950158,0.032529757,1999,35.19069993
170.0158506,9,Country,147.7633293,0.413344231,1999,50.2609382
356.4720566,6,Rock,97.76776041,0.442539407,1981,40.61847143
212.2358812,7,Country,184.4762601,0.71620053,1996,74.92261385
286.1205832,7,Country,157.501778,0.498779248,1997,56.80372333
259.8769451,6,Jazz,165.4175402,0.799212482,2009,86.42872184
362.884293,1,Rock,101.2104963,0.097097702,2018,24.35045542
213.7718056,2,Country,108.4402312,0.080328304,1980,16.78089036
158.1315449,3,Rap,109.0424277,0.268395456,2003,24.08389157
202.8157292,3,Pop,102.4209381,0.303863077,1994,26.08159462
304.7931838,1,Rap,172.9916088,0.966816426,1995,99.94271862
330.066981,1,Classical,114.5942401,0.558584142,2003,45.76043104
250.6963835,2,Rock,158.0293851,0.174740026,1991,32.7306669
326.84925,9,Classical,138.5586279,0.947059224,2022,81.87187784
276.125731,7,Pop,145.4340584,0.445341091,1990,48.2127848
191.5708422,3,Jazz,158.2242931,0.105292607,1990,25.52148485
223.3026929,5,Jazz,186.4762597,0.060879574,1995,35.13949429
292.3743146,9,Classical,133.3635536,0.285568376,2007,36.3727988
172.4252298,3,Jazz,108.6677253,0.768586005,2018,44.80359554
167.7889197,8,Classical,153.478246,0.65640914,1992,65.98503926
334.6365133,5,Classical,73.3004189,0.50569267,2003,44.77162008
205.9544037,7,Rap,183.9269769,0.034040936,2016,19.37370561
273.2161461,2,Jazz,120.1800121,0.608643009,2001,48.68513725
311.8799489,3,Country,171.9049327,0.262759778,2002,44.44033996
235.5663982,4,Classical,127.7626089,0.652262326,1980,59.38520596
363.642166,4,Classical,128.2736361,0.083043815,2000,17.84761923
252.7978795,2,Rap,100.549247,0.528693324,1985,46.67317827
365.7758565,6,Country,103.4316299,0.157742117,2002,30.84077412
177.2534039,4,Jazz,160.6936262,0.160521486,2021,31.86714056
273.0694641,8,Country,106.4013297,0.972644516,2014,73.32258598
341.2208154,3,Rap,100.410788,0.82922618,1984,69.62855134
330.709801,7,Classical,136.7573726,0.933951887,2015,80.09229279
326.6574675,6,Jazz,79.79250778,0.192300424,1996,24.66516836
233.5124914,8,Classical,180.018729,0.762397478,1993,82.34179812
244.2634828,8,Pop,154.7228785,0.734937415,2014,77.02892639
245.2867205,5,Jazz,154.3568818,0.477892531,2000,42.4353577
340.1962622,9,Pop,113.7992796,0.00296696,1991,17.33605344
381.0885865,7,Classical,103.0777133,0.298636119,2011,39.58466712
295.3972095,6,Rock,70.49049202,0.077492036,2009,6.134302182
206.1643494,6,Jazz,199.5991822,0.653163169,1981,77.79993327
194.1705785,9,Rock,61.03769771,0.81006488,2001,42.65146346
264.7810058,4,Country,69.45987506,0.590781341,1990,40.62962633
203.7511921,9,Pop,104.6901647,0.385890289,1992,37.50605733
383.9843121,9,Rap,76.50404928,0.856609805,2016,56.52166872
231.3226546,6,Classical,165.1416677,0.453571019,2011,49.47678501
261.0458517,7,Rap,103.620314,0.593993019,2015,43.37121885
386.8569995,2,Pop,155.821147,0.222669616,2011,41.28416401
375.9954241,2,Country,83.09752891,0.350432426,1998,33.07557249
152.9266527,9,Classical,165.1653626,0.110729511,2013,27.67041996
314.6129587,7,Country,169.4879056,0.42408971,1985,62.34049172
345.3655222,3,Rap,171.9865498,0.432446743,1991,55.78409096
358.3178205,6,Rap,122.2926643,0.890798835,2009,69.55905896
362.1179436,5,Classical,78.49218633,0.146797936,1985,17.46132901
162.5607525,9,Country,172.2002569,0.334443876,2005,56.31737601
345.1313788,2,Country,164.9447961,0.444945782,1999,53.00257618
167.3485215,2,Rock,178.994803,0.356181539,1994,48.70126672
279.1840112,3,Rock,186.9077503,0.860946343,1988,84.24133422
234.0413346,6,Pop,109.5199011,0.570870257,2001,51.47598656
371.890768,4,Classical,64.04739813,0.924116804,1996,65.74854683
154.527546,8,Classical,119.031561,0.388978122,1987,43.93892262
365.9474057,9,Rock,115.6132615,0.477521578,2016,50.04010704
392.804978,2,Rock,121.3221731,0.774591031,1985,65.00064968
176.0274123,5,Classical,92.60397159,0.393417787,1988,37.8276167
195.4521164,7,Country,159.9173923,0.321658633,2010,48.85875891
222.7192136,8,Jazz,161.5826339,0.757970459,1980,72.52494928
338.4534282,5,Country,120.8308677,0.448580972,1985,47.37973494
371.8031856,7,Rock,162.3351044,0.001771951,1995,37.00512161
279.7343411,3,Pop,123.5271895,0.950246374,2000,75.77310229
337.0404498,6,Pop,141.960036,0.545540952,1981,57.49788915
161.1425102,3,Rock,181.8762147,0.34476391,2000,43.74062704
171.6143768,1,Country,61.05967411,0.581409696,1998,31.64495302
350.6600781,1,Country,125.6265109,0.32314738,1995,39.97691573
363.0659686,6,Rock,167.8745566,0.665914333,1982,83.09999955
385.9253982,6,Country,86.12487047,0.868908844,2022,78.85968435
332.1640711,7,Rock,162.9667649,0.412321211,1995,48.17869489
353.2127429,3,Jazz,175.0195901,0.998036458,2014,85.27647711
210.4411269,1,Jazz,156.2792954,0.499971486,2012,49.60284256
385.241447,7,Jazz,170.8423097,0.316792502,2012,47.86469964
239.4495663,7,Classical,112.1432301,0.563363113,2009,55.3757394
255.0838473,7,Rock,63.13247841,0.142434454,2005,14.66765893
233.526163,6,Jazz,198.3364608,0.28131298,2005,49.32270057
259.574652,2,Pop,61.71208506,0.997356678,1994,63.37252224
243.0767746,4,Country,74.16289577,0.97591016,1992,62.27164565
300.8621483,2,Jazz,195.9965814,0.245463258,1998,48.37084428
319.5306254,6,Rap,108.9517477,0.065077208,2017,21.96162955
181.7756534,1,Rock,188.0234078,0.659148635,1986,81.12386994
296.3385911,6,Jazz,180.3730475,0.319001531,2005,61.05248916
347.5328434,8,Rap,157.7234595,0.291155543,2019,44.20608088
166.8139785,2,Jazz,118.7438729,0.886550481,2010,66.60818882
207.1995414,1,Pop,79.64709135,0.490973955,1988,35.3150601
164.2505969,8,Country,64.73486204,0.799611913,1996,46.51175384
211.9831125,8,Pop,187.2113078,0.290951068,1990,48.13878801
351.7767551,2,Country,96.35955121,0.681517078,1986,59.47710086
385.6829435,2,Country,90.5287602,0.882243801,1982,64.90279856
309.7769617,8,Jazz,99.94199661,0.54668913,2011,48.37073939
317.7436774,6,Jazz,180.92406,0.561819453,2000,64.23916156
311.2140109,6,Country,74.01603625,0.815172304,1985,71.5995022
274.4940756,1,Rap,78.50509161,0.758066783,2014,57.13621927
218.0788493,1,Rap,90.54336183,0.04115124,1990,2.740615533
271.1307463,5,Country,84.22556726,0.500635296,2017,33.44759969
275.7681501,9,Country,163.8955904,0.584899113,1987,70.25315377
277.9451141,7,Rock,131.4805478,0.289942917,2015,31.23488132
296.4135839,1,Pop,113.1909666,0.796318956,2021,58.21571568
214.8622928,3,Pop,135.4607063,0.697278094,2009,67.2458922
348.7775706,3,Pop,111.5566655,0.58164274,1986,46.35009889
202.6766663,5,Classical,190.7867778,0.183355295,1998,39.95990125
274.5324859,4,Classical,174.5004566,0.364768032,1997,59.905946
252.7818196,6,Country,154.4842754,0.461115163,2002,52.72814869
256.1232082,8,Jazz,115.8572566,0.553705277,2004,52.48724872
217.0718001,4,Country,74.02835488,0.459464665,2009,39.59295224
199.3106665,1,Jazz,80.86558908,0.882714691,2003,66.60011286
217.9886398,6,Pop,158.3576982,0.195375889,1982,41.26131666
180.7630309,7,Jazz,170.5709484,0.298073103,1998,38.40390807
256.3391241,7,Classical,64.25513114,0.582840942,2019,33.10398207
163.6831767,2,Jazz,154.8557842,0.262504869,1997,39.03812003
159.0400951,7,Jazz,140.9805413,0.574186127,2000,57.70244404
235.6827314,3,Pop,188.984487,0.193421013,2018,39.33307275
315.4597975,8,Jazz,183.7215213,0.875157948,2022,84.34200185
313.5436504,7,Rock,65.09191672,0.17849768,1995,10.67820617
380.8248771,2,Country,60.42481991,0.46765861,2011,37.73473868
228.1495062,4,Rock,63.39541105,0.365637831,2013,19.88181131
338.1170844,2,Pop,162.4668576,0.714181592,2017,71.33735578
281.8277239,7,Jazz,113.7154131,0.52700397,1986,42.82602809
386.5467235,2,Jazz,86.87005816,0.282342382,1981,22.58382424
335.3915271,5,Classical,99.90812054,0.733544897,2001,71.55487898
214.7260687,2,Rock,169.5957828,0.570461458,1995,65.37201521
171.3998882,6,Rap,129.0470493,0.93775967,2011,72.58225489
166.9011874,7,Classical,151.8158127,0.805716951,2004,73.47990579
357.4109513,5,Classical,150.6510332,0.284969195,2016,46.55315721
320.3651531,3,Country,110.4679151,0.296901447,2002,27.48022793
166.9031409,7,Country,154.0135808,0.570774216,1983,63.59971507
354.7173176,6,Rock,170.3450646,0.321958123,2020,50.24237797
342.6029468,1,Rock,83.88381372,0.298970488,2001,25.7256716
268.4433231,6,Rap,69.23944042,0.70690079,1989,50.99432953
189.3009709,2,Classical,64.61400728,0.520396367,2019,39.93551892
383.4197265,6,Rap,152.0481215,0.19572352,2020,38.52114441
352.2559101,1,Country,129.5644248,0.178499715,1988,28.4445106
337.6536879,4,Classical,136.6356007,0.102656146,2006,24.63231828
160.4182252,7,Classical,100.6831825,0.83396741,1992,68.05484295
335.8332284,4,Country,128.5552772,0.860262367,2022,67.36383825
234.7058706,8,Jazz,149.8382059,0.370862327,1986,49.78882385
369.2818905,1,Rap,113.4963092,0.358104459,2011,39.32963146
189.2031763,4,Country,197.0480052,0.93741441,2012,87.61032318
312.2701505,9,Jazz,104.3323573,0.923299183,2014,74.27539308
369.7447251,6,Rap,162.4257947,0.045035497,2011,32.79567472
155.6064723,9,Jazz,142.3603037,0.933868374,2009,80.78005696
388.6665892,5,Classical,87.38620801,0.766731391,2013,60.56208639
337.2407877,5,Jazz,159.8771289,0.056994185,2022,23.2731164
190.6246039,6,Rap,86.37534526,0.399145206,1989,32.65925823
162.3236232,4,Classical,169.4731032,0.703472772,2003,73.35405247
212.4754304,6,Country,149.1963205,0.751788831,1990,75.34180806
271.313901,6,Rock,162.670339,0.954390528,2004,88.82330642
294.1013879,4,Country,156.2372133,0.775134699,1990,81.83457789
245.4041248,7,Country,184.6801828,0.378400561,1984,59.70203231
215.0394477,1,Jazz,162.1507492,0.295130318,1992,35.35707231
175.473097,3,Rap,188.144407,0.957981432,2007,94.14080052
221.5647588,7,Rock,73.09326149,0.005383988,1998,16.40706533
351.6733799,3,Rap,64.25999499,0.3210732,1997,24.10795392
388.9128746,8,Rock,88.20369338,0.748576013,1987,63.81362989
207.6041655,4,Rock,177.8027236,0.235633957,2010,38.49635142
225.9309629,2,Pop,132.0093026,0.800707126,1981,77.79621916
290.2875531,4,Rap,85.49487547,0.159050929,2006,23.72798708
219.2531311,5,Country,122.8846955,0.297965861,2005,30.89076515
368.0309772,6,Jazz,107.4706879,0.110029624,1987,17.26028032
173.9286389,5,Country,130.9308938,0.816404783,2000,69.5156598
290.3986269,1,Country,124.5579689,0.670994578,2009,52.14329814
395.3553562,6,Rap,125.120373,0.847970446,1990,78.37936517
272.2244579,6,Pop,174.0421155,0.262926267,1997,45.3341826
327.1914138,1,Country,175.8347969,0.294009264,1999,43.35287133
181.2964481,7,Rock,138.8922427,0.07650654,2022,21.01877542
376.0284151,3,Pop,93.45492088,0.079198477,1980,23.14696843
259.3204121,4,Country,108.0769024,0.94105691,1996,72.39867818
179.6609414,8,Pop,73.60236408,0.842241139,2001,54.59465351
192.4717683,6,Jazz,191.7652573,0.353430298,1999,46.35872078
311.1863121,8,Country,98.38975537,0.11255145,2004,17.97959586
251.5916013,8,Jazz,179.7742567,0.001703828,1982,26.88352587
315.7265631,9,Rap,187.1822094,0.348811224,1981,46.80117517
396.0275798,4,Rap,68.37860656,0.963773455,1998,67.09651759
304.0751215,4,Rap,66.49154363,0.913593082,1980,59.62027027
211.9079108,3,Country,106.9413916,0.682179059,1980,58.00245265
271.3226585,5,Jazz,82.86991164,0.722581831,2001,48.4856137
209.7494201,4,Classical,104.5583636,0.592737806,2011,43.43370611
330.7035758,4,Rap,196.6760416,0.837906952,1991,90.0868035
301.773509,4,Rap,137.6138588,0.216743573,2018,31.64639507
195.4562418,8,Rap,89.48631539,0.405179245,1995,37.54850122
199.8038187,3,Rock,96.32827903,0.918856109,2003,67.46774887
210.337426,8,Classical,136.332184,0.512157481,2010,54.56755655
228.3126851,8,Jazz,175.2869829,0.420027718,2009,57.97381216
161.2202541,2,Country,153.6828466,0.631035373,1988,63.91753674
153.3072032,8,Country,189.2587576,0.724271461,2007,72.10857578
386.1830056,5,Rock,130.0963248,0.545384513,1991,58.04902768
359.7749247,4,Jazz,132.3758654,0.418690676,2003,47.28144929
355.6900608,4,Country,68.42566489,0.27270185,1999,22.59338415
167.2518982,3,Country,123.8453011,0.621360336,1980,55.74327416
179.0181601,1,Jazz,94.23173813,0.631696881,2020,49.68025099
383.4968546,1,Classical,179.4456017,0.50883666,2000,68.32238039
260.4584262,4,Rap,143.9235283,0.382710428,1994,47.79285891
386.1840647,4,Rap,136.008289,0.173094804,1990,35.58470378
178.1523073,6,Rap,163.6850928,0.488885346,1991,55.03153095
157.6058849,8,Country,178.4410468,0.96105165,2003,82.91586016
153.1891199,6,Pop,160.9701827,0.661595441,1986,64.49018081
279.5824131,2,Classical,107.7945611,0.06127604,1995,22.83662089
375.600819,7,Jazz,95.8274135,0.186006233,2002,26.34058308
185.011203,3,Rap,93.03209328,0.602091973,2005,40.23814312
364.6680137,7,Rap,72.58080386,0.517277703,2009,45.93466225
243.9553048,5,Jazz,129.4420363,0.053838042,1983,27.72505603
244.946445,5,Pop,144.7034436,0.08587765,2006,19.37032952
338.3680277,8,Classical,78.11029196,0.702043252,2002,46.25678378
319.6650235,3,Classical,146.0855294,0.947963018,2020,73.10175259
